,When,sea,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,a,vp_a,LW_in,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,TotalE,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,s_cone,input,vp_ice,thickness,$q_{T}$,$q_{melt}$
0,2021-01-30 17:00:00,0.0,-8.09,25.6,0.917,0.0,138.675,46.225,0,619.985,0.0,0.0,190.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,1.6760288541580695,0,0.0,0.0,0.0029832421963353864,,,,0.0,0.0
1,2021-01-30 17:15:00,0.0,-8.09,26.86,0.8,3.58,18.938,6.312,0,620.006,0.35,0.8917,189.4,0.0,0.0,0.0004747956292143973,0.014708270367430902,0.014708270367430902,2.8050976883043797,0.07564238005766584,0.0,0.0,0.0,0.0,-121.14158266938689,4.10864459175694,-110.47453883563892,-14.775688425504907,-27.123633871529155,0.0,0.0,0.0,8.825001490279337,0.004999999999999999,1.6760288541580692,0,0.0,0.0,0.0029832421963353864,0.014708270367430902,6.132986561802185,,0.0,-121.14158266938689
2,2021-01-30 17:30:00,0.0,-8.15,28.02,1.35,3.58,9.428,3.142,0,620.028,0.35,0.92587,187.2,0.0,0.0,0.00047479562921439746,2.8198059586718105,0.003075033760819859,0.9166693827511498,0.04467116252299574,0.07564238005766584,0.0,0.0,50.81925993163796,-114.76450121627344,2.0452096425749517,-112.67453883563894,-25.11978993222756,-45.47273614497995,20.984617909018095,0.0,0.0,3.1086629936249044,0.00296755947870853,0.9947430625491551,0,0.0,0.0,0.0029832421963353864,17.91470827036743,6.132987011247735,0.0003466281802783567,0.0,-114.76450121627344
3,2021-01-30 17:45:00,0.0,-8.47,30.44,3.224,3.58,4.097,1.366,0,620.05,0.35,0.98099,184.2,0.0,0.0,0.00047479562921439735,3.7364753414229606,0.004074673218563752,1.6052629116449308,0.127339191180975,0.12031354258066157,0.0,0.0,103.5579193863638,-171.44857779177664,0.8891644045003796,-115.67453883563894,-62.34741889515489,-107.44609962990813,5.684215534516788,0.0,0.0,3.7503250232502636,0.0032594705725632763,1.0925933457790349,0,0.0,0.0,0.0029832421963353864,35.81470827036743,6.132987460691448,0.0003215657212743566,0.0,-171.44857779177664
4,2021-01-30 18:00:00,0.0,-9.08,30.38,5.267,3.58,-1.366,-0.455,0,620.072,0.35,0.9333,183.3,0.0,0.0,0.00047479562921439746,5.341738253067891,0.00582523255514492,2.532176752720419,0.26644791841049564,0.24765273376163657,0.0,0.0,155.5253172835379,-218.22242921533814,-0.29617157103917946,-116.57453883563892,-109.19546732374823,-177.15792199910905,7.8437485150881665,0.0,0.0,4.759367380433147,0.003671869396264518,1.2308318113678605,0,0.0,0.0,0.0029832421963353864,53.71470827036743,6.132987910133323,0.0004667753663291895,0.0,-218.22242921533814
5,2021-01-30 18:15:00,0.0,-9.24,29.92,4.999,3.58,-3.265,-1.088,0,620.214,0.35,0.90766,183.8,0.0,0.0,0.0004747956292143974,7.8739150057883105,0.008586603059747339,3.204229097178738,0.32916026918733976,0.5141006521721322,0.0,0.0,206.42669261240698,-212.7195861629567,-0.7082076350241003,-116.07453883563892,-105.48968533940733,-168.9728420126903,9.55284564711365,0.0,0.0,6.164359744174081,0.004178848230111396,1.4007740421628159,0,0.0,0.0,0.0029832421963353864,71.61470827036743,6.132990811032175,0.0005801969639820301,0.0,-212.7195861629567
6,2021-01-30 18:30:00,0.0,-9.19,28.84,3.718,3.58,-2.787,-0.929,0,620.357,0.35,0.87835,183.8,0.0,0.0,0.00047479562921439735,11.078144102967048,0.012080855074118919,3.5514329024330906,0.30911067350182375,0.843260921359472,0.0,0.0,256.59330324604093,-185.1030531742219,-0.6047101160221034,-116.07453883563892,-78.05125805632244,-126.37833893541683,9.62745383376156,0.0,0.0,7.739962098894162,0.0046825457325910015,1.5696163517474508,0,0.0,0.0,0.0029832421963353864,89.51470827036744,6.132993732282628,0.0005668475169175497,0.0,-185.1030531742219
7,2021-01-30 18:45:00,0.0,-9.35,29.07,3.264,3.58,-2.592,-0.864,0,620.499,0.35,0.87426,183.1,0.0,0.0,0.0004747956292143975,14.629577005400138,0.015953737192366563,4.14669348641921,0.32689083962459126,1.1523715948612958,0.0,0.0,306.432759670106,-178.20131807738986,-0.5623999356761005,-116.77453883563894,-69.72943889826583,-111.03286667252733,8.865059592190994,0.0,0.0,9.316411729156627,0.005137323890792076,1.7220606148246234,0,0.0,0.0,0.0029832421963353864,107.41470827036744,6.132996633028086,0.0005003748169259096,0.0,-178.20131807738986
8,2021-01-30 19:00:00,0.0,-9.57,28.53,3.295,3.58,-2.604,-0.868,0,620.642,0.35,0.84325,182.7,0.0,0.0,0.0006093727442504223,18.776270491819346,0.020475758442551086,4.173087938111762,0.33194257587567144,1.4792624344858871,0.0,0.0,355.6591753440622,-179.45343262567616,-0.5652314243069183,-117.17453883563894,-72.06457705409079,-112.74843205540289,10.350914688360492,0.0,0.0,9.316438561098476,0.006593477237379597,1.7220606148246234,0,0.0,0.0,0.0029832421963353864,125.31470827036745,6.132999554124173,0.00048538228898068294,0.0,-179.45343262567616
9,2021-01-30 19:15:00,0.0,-9.89,29.66,3.931,3.58,-2.464,-0.821,0,620.756,0.35,0.85472,182.6,0.0,0.0,0.0007448051466642453,22.94935842993111,0.025026563173316366,4.531761242777633,0.3951569511762884,1.8112050103615585,0.0,0.0,404.85414483007474,-196.25820038242426,-0.5348428799228975,-117.27453883563894,-88.8655810823626,-134.21949640071736,10.416762415500168,0.0,0.0,9.316472288795797,0.008058899262563533,1.7220606148246234,0,0.0,0.0,0.0038288299381674697,143.21470827036745,6.133001882774715,0.0004884704279345033,0.0,-196.25820038242426
10,2021-01-30 19:30:00,0.0,-10.14,29.18,3.76,3.58,-2.72,-0.906,0,620.871,0.35,0.82438,182.1,0.0,0.0,0.0008918760050171014,27.481119672708743,0.029968505640903757,4.495573229648557,0.38014203570768734,2.206361961537847,0.0,0.0,453.62722663612084,-194.217666942672,-0.5904768367768702,-117.77453883563894,-87.164671670759,-129.11889822037898,11.312020400502822,0.0,0.0,9.316516556250567,0.009650273045366241,1.7220606148246234,0,0.0,0.0,0.004679799998436327,161.11470827036746,6.13300423180222,0.0005304521190419554,0.0,-194.217666942672
