,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,Discharge,alb,SW_direct,SW_diffuse,T_F,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice
0,2020-11-22 16:00:00,64.872,0.101,2.083,88.483,1.083,19.834,0.0,6.267,805.101,233.677,18.0,0.25,9.917,9.917,1.5,0.0,0.0,0.057437284255234096,14188.051018815633,15.472247566865468,0.0,0.0,0.0,0.0,0.0,-41.596425390058656,7.864954160969367,-72.49086980679894,9.037743400583329,1.458802402581383,12.532944452606207,0.0,0.0,150.29987622807084,0.30913614948553053,6.913333333333333,0.0,0.0,0.2771517394582511,0.0,1010.2505884145548,69.7494115854452,2.220446049250313e-16,,-43.05522779264004,14188.051018815633,1.0,917.0,0.04471593290533229,6.112911778902558
1,2020-11-22 17:00:00,0.0,0.0,1.733,89.617,1.717,0.0,0.0,6.2,805.3,237.41,18.0,0.25,0.0,0.0,1.5,0.0,0.0,0.007109657374346813,14258.077582140537,15.548612412366998,0.0,0.0,0.0,-0.0,1010.2505884145548,-43.03493228199348,0.0,-68.75786980679894,11.923904004596716,1.3071586061977067,12.491874914011031,0.0,0.0,150.79401714847626,0.3096439059673815,6.92468849130188,0.0,0.0,0.2491580443130334,0.0005080832228075226,1007.9297028453428,72.07029715465718,-2.220446049250313e-16,,-44.34209088819119,15268.32817055509,1.0,917.0,0.04471593290533229,6.112911778902558
2,2020-11-22 18:00:00,0.0,0.0,1.717,90.083,2.0,0.0,0.0,6.2,805.414,245.0,18.0,0.25,0.0,0.0,1.5,0.0,0.0,0.007145646287245059,14330.397037339508,15.627477685212114,0.0,0.0,0.0,-0.0,2018.1802912598978,-33.39056891483661,0.0,-61.16786980679893,13.762945156483504,1.5226075785645972,12.491748156914229,0.0,0.0,150.79554729554528,0.31121447384066164,6.92468849130188,0.0,0.0,0.2902278073221827,0.0005230000124438804,1023.254174833131,56.745825166869,2.220446049250313e-16,,-34.9131764934012,16348.577328599404,1.0,917.0,0.04471593290533229,6.112911778902558
3,2020-11-22 19:00:00,0.0,0.0,1.45,89.3,1.1,0.0,0.0,6.067,805.399,236.233,18.0,0.25,0.0,0.0,1.5,0.0,0.0,0.007174028823214838,14387.433090313698,15.689676216263575,0.08416239254900232,0.0,0.0,-0.018369010778848595,3041.4344660930287,-51.49165014679299,0.0,-69.93486980679893,6.393105308328507,-0.4415333863522016,12.491647738029638,0.0,0.0,150.79675952318556,0.3124531307438904,6.92468849130188,0.0,0.0,0.0,0.0004124692815336096,997.0254735008472,82.97452649915282,-0.4415333863522016,,-51.05011676044079,17428.867556406723,1.0,917.0,0.0449427399126443,6.112911778902558
4,2020-11-22 20:00:00,0.0,0.0,1.15,90.567,1.467,0.0,0.0,6.017,805.474,243.682,18.0,0.25,0.0,0.0,1.5,-0.018369010778848595,0.0,0.007215275873859779,14470.3234544203,15.780069197841113,0.21189695733178332,0.08416239254900232,0.0,-0.027878388818383913,4038.459939593876,-44.14684186533092,0.0,-62.403520421991374,6.871313152025133,-1.1116423851012331,12.491501092767823,0.005506696968729307,0.0,150.79852981725324,0.31425326796162983,6.92468849130188,0.0,0.0,0.0,0.0005994358357789551,1009.3340759546802,70.6659240453198,-0.6701089987490316,,-43.47673286658189,18508.867556406723,1.0,917.0,0.045121615381885215,6.10366629960071
5,2020-11-22 21:00:00,0.0,0.0,1.45,90.917,1.45,0.0,0.0,6.167,805.517,242.952,18.0,0.25,0.0,0.0,1.5,-0.04624739959723251,-9.851766657707947e-05,0.00725033333734453,14540.777481508288,15.856900197937065,0.0,0.29605934988078564,0.0,0.04624739959723251,5047.794015548556,-40.823501521562044,0.0,-63.00857166019205,8.69920156097911,0.980659681473797,12.491375790978571,0.013833105198523352,0.0,150.80004248694783,0.31578332417102956,6.92468849130188,0.0,0.0,0.18693141779260783,0.0005094943577305458,1010.2450957603913,69.75490423960863,1.1116423851012331,,-42.915803588137074,19588.867556406723,1.0,917.0,0.04538157468835807,6.0896588923058905
6,2020-11-22 22:00:00,0.0,0.0,2.05,88.6,1.017,0.0,0.0,6.267,805.198,233.736,18.0,0.25,0.0,0.0,1.5,0.0,-0.0003448024530741251,0.007285134891715555,14610.71931716569,15.933172646854624,0.0,0.29605934988078564,0.0,-0.0,6058.039111308947,-50.21308785795842,0.0,-72.43186980679894,8.357140177889727,1.3704943123407878,12.49125080189822,-0.00010334328821762452,0.0,150.8015514117886,0.31730225707476223,6.92468849130188,0.0,0.0,0.2612435416458158,0.0005057853277737649,996.1557389605659,83.844261039434,0.0,,-51.58358217029921,20669.054487824516,1.0,917.0,0.04560253137273768,6.112911778902558
7,2020-11-22 23:00:00,0.0,0.0,1.883,86.583,0.85,0.0,0.0,6.05,805.072,229.935,18.0,0.25,0.0,0.0,1.5,0.0,-0.0003429713172548483,0.00732698259620354,14694.82482174677,16.02489075435853,0.08915749950043331,0.29605934988078564,0.0,-0.019458372915502432,7054.194850269513,-57.79408799088107,0.0,-76.23286980679893,6.415503118877724,-0.467718234243656,12.491099712497093,-0.00010278121328343248,0.0,150.80337547184868,0.31912878360344826,6.92468849130188,0.0,0.0,0.0,0.0006082040048345055,986.8202508196,93.17974918040001,-0.467718234243656,,-57.32636975663741,21749.31573136616,1.0,916.9999999999999,0.04582188173133368,6.112911778902558
8,2020-11-23 00:00:00,0.0,0.0,0.9,88.7,0.583,0.0,0.0,5.767,805.126,231.513,18.0,0.25,0.0,0.0,1.5,-0.019458372915502432,-0.0003411605423806623,0.007373299162829286,14787.91541342767,16.126407212025814,0.32676059193896,0.3852168493812189,0.0,-0.05185524458688337,8041.015101089113,-61.63607973378687,0.0,-74.56763726758712,2.149053469910544,-1.714155618282441,12.490931477334371,0.005728204837776662,0.0,150.80540657981348,0.3211504400470206,6.92468849130188,0.0,0.0,0.0,0.0006731709906999691,981.8398070540485,98.16019294595155,-1.2464373840387848,,-60.38964234974809,22829.31573136616,1.0,917.0,0.04608565194005576,6.10311840270049
9,2020-11-23 01:00:00,0.0,0.0,0.067,91.267,1.167,0.0,0.0,5.6,804.777,229.877,18.0,0.25,0.0,0.0,1.5,-0.0713136175023858,-0.00044144475388085557,0.007421973472938001,14885.748845781683,16.233095796926587,0.9285550344457869,0.7119774413201789,0.0,-0.1313352846255294,9022.854908143161,-67.6833889219747,0.0,-75.97125949325357,0.6469281641914387,-4.871043796224655,12.49075353325173,0.02123267006035937,0.0,150.80755496338853,0.3232750971723427,6.92468849130188,0.0,0.0,0.0,0.0007074586204859209,975.1140667449613,104.88593325503867,-3.156888177942214,,-64.52650074403249,23909.31573136616,1.0,917.0000000000001,0.04637760102139158,6.0770894511714575
